primary_key,eco_sect,Last_dep,job_dep,job_desc,Type_of_contract,JOB_CATEGORY,Work_condition,EMPLOYER_TYPE,working_hours,Employee_count
3145,"LZ","08","08","376g","CDI","O","C","ct_5",910,"tr_5"
3146,"OZ","87","87","354g","AUT","O","C","ct_2",1582,"tr_6"
3147,"IZ","29","29","525d","CDI","O","C","ct_9",1813,"tr_2"
3153,"OZ","75","75","524c","AUT","X","P","ct_2",245,"tr_6"
3154,"CA","61","61","674c","CDI","O","P","ct_9",2028,"tr_3"
3156,"JA","28","28","543g","CDI","O","C","ct_9",1565,"tr_1"
3161,"GZ","64","64","634c","CDI","O","C","ct_9",1754,"tr_1"
3172,"NZ","93","95","684a","CDI","O","C","ct_9",2135,"tr_5"
3175,"CL","27","27","461b","CDI","O","P","ct_9",1291,"tr_6"
3185,"QA","69","69","526a","CDI","O","C","ct_9",3000,"tr_5"
3186,"EZ","91","75","542a","CDI","O","P","ct_5",1456,"tr_6"
3200,"MA","02","75","543b","CDI","O","C","ct_9",1738,"tr_1"
3209,"QA","13","13","526e","CDI","O","C","ct_9",690,"tr_1"
3214,"GZ","50","50","554e","CDI","O","C","ct_9",1796,"tr_2"
3216,"NZ","69","69","542a","CDI","O","P","ct_9",1002,"tr_1"
3218,"GZ","91","91","383c","CDI","O","C","ct_9",1544,"tr_0"
3226,"MA","10","10","542a","CDD","O","P","ct_9",418,"tr_1"
3242,"PZ","68","68","523b","CDI","O","C","ct_1",1820,"tr_6"
3245,"QA","13","13","526a","CDI","O","C","ct_8",1924,"tr_5"
3246,"GZ","68","68","551a","CDI","O","P","ct_9",1448,"tr_6"
3252,"KZ","42","42","542a","CDI","O","N","ct_9",1044,"tr_5"
3254,"PZ",NA,NA,"525b","CDI","O","C","ct_8",1083,"tr_2"
3267,"OZ","33","33","545d","CDI","O","C","ct_8",276,"tr_6"
3271,"OZ","67","67","451e","CDI","O","C",NA,152,NA
3273,"OZ","33","33","524b","CDI","O","C","ct_1",1820,"tr_4"
3280,"QA","05","05","525d","CDI","O","C","ct_3",909,"tr_5"
3312,"GZ","79","79","551a","CDI","O","P","ct_9",504,"tr_3"
3327,"NZ","38","38","684a","CDI","O","P","ct_9",1889,"tr_6"
3344,"CH","88","67","626b","CDI","O","C","ct_9",1660,"tr_5"
3355,"PZ","38","38","423b","CDI","O","C","ct_8",1634,"tr_3"
3357,"EZ","03","03","543h","CDD","O","C","ct_9",967,"tr_5"
3358,"OZ","69","69","332b","CDI","O","C","ct_2",1925,"tr_6"
3406,"OZ","60","75","467d","CDI","O","C","ct_8",455,"tr_6"
3422,"NZ","31","31","374a","CDI","O","C","ct_9",1582,"tr_2"
3429,"NZ","31","31","372a","CDI","O","P","ct_8",1623,"tr_4"
3437,"FZ","84","84","481a","CDI","O","C","ct_9",1770,"tr_3"
3438,"QA","57","57","542a","CDI","O","P","ct_6",1343,"tr_1"
3439,"GZ","25","90","462b","CDI","O","C","ct_9",2067,"tr_5"
3443,"IZ","88","88","377a","CDI","O","C","ct_9",1121,"tr_3"
3446,"QB","64","64","431f","CDI","O","C","ct_8",1846,"tr_5"
3453,"QB","62","62","525d","CDI","O","P","ct_9",1539,"tr_4"
3460,"NZ","69","69","477c","CDI","O","C","ct_9",1939,"tr_4"
3468,"KZ","72","72","376e","CDI","O","P","ct_9",1820,"tr_6"
3470,"SZ","46","46","632f","CDI","O","P","ct_9",918,"tr_1"
3472,"PZ","78","78","341a","CDI","O","C","ct_8",1820,"tr_5"
3502,"AZ","49","49","691d","CDI","O","C",NA,210,NA
3516,"PZ","21","21","422b","CDI","O","P","ct_8",493,"tr_5"
3535,"QA","91","77","451h","CDI","O","C","ct_3",1820,"tr_6"
3539,"QB","38","38","525d","CDI","O","C","ct_8",664,"tr_3"
3566,"HZ","30","30","643a","CDI","O","P","ct_9",1274,"tr_4"
3577,"QB","31","31","563a","AUT","O","C","ct_2",2616,"tr_6"
3581,"FZ","93","93","472c","CDI","O","P","ct_9",938,"tr_1"
3583,"QB","69","69","563a","CDI","O","N","ct_7",3000,"tr_1"
3584,"MA","31","31","372a","CDI","O","C","ct_8",1040,"tr_1"
3585,"OZ","92","91","524b","CDI","O","C","ct_1",1820,"tr_5"
3592,"NZ","60","28","534a","CDI","O","C","ct_9",1995,"tr_3"
3593,"KZ","58","75","676c","CDI","O","C","ct_5",623,"tr_6"
3596,"IZ","93","94","488b","CDI","O","C","ct_9",1887,"tr_1"
3606,"AZ","17","17","692a","CDI","O","C","ct_9",1554,"tr_1"
3608,"PZ","94","94","341b","CDI","O","P","ct_8",1612,"tr_5"
3615,"OZ","30","30","524b","CDI","O","C","ct_1",1820,"tr_6"
3617,"QA","75","75","451h","CDI","O","C","ct_8",1820,"tr_4"
3619,"CA","78","91","636c","CDI","O","P","ct_9",1976,"tr_1"
3628,"HZ","71","71","641a","CDI","O","C","ct_9",2020,"tr_2"
3630,"RZ","84","84","637c","CDD","O","N","ct_8",837,"tr_3"
3642,"KZ","51","51","526b","CDI","O","C","ct_9",1580,"tr_1"
3643,"NZ","80","80","684a","AUT","O","C",NA,508,"tr_3"
3646,"CK","62","59","384c","CDI","O","C","ct_9",1820,"tr_3"
3659,"QA","76","76","525d","AUT","O","C","ct_3",1820,"tr_6"
3660,"OZ","34","34","524b","CDI","O","C","ct_1",1820,"tr_6"
3665,"HZ","27","45","333c","CDI","O","C","ct_9",1820,"tr_6"
3678,"LZ","30","30","463e","CDI","O","C","ct_9",1463,"tr_1"
3679,"OZ","69","69","451g","CDI","O","P","ct_2",612,"tr_6"
3682,"NZ","06","06","534a","CDI","O","C","ct_9",935,"tr_5"
3685,"OZ","22","22","335a","CDI","O","P",NA,162,NA
3693,"FZ","13","13","681a","CDI","O","C","ct_9",138,"tr_1"
3694,"GZ","76","76","554c","CDI","O","C","ct_9",1811,"tr_4"
3710,"GZ","27","76","374a","CDI","O","C","ct_9",1083,"tr_1"
3755,"NZ","32","32","691e","CDI","O","C","ct_8",1854,"tr_5"
3769,"SZ","84","84","441a","AUT","O","C","ct_8",1692,"tr_1"
3779,"CE","68","68","628g","CDI","O","C","ct_9",1831,"tr_3"
3782,"IZ","65","65","561b","CDI","O","C","ct_9",1232,"tr_2"
3792,"QB","94","93","432b","CDI","O","P","ct_8",1664,"tr_3"
3793,"PZ","29","29","525b","CDI","O","P","ct_8",999,"tr_4"
3811,"CC","51","51","674e","CDI","O","C","ct_9",1502,"tr_4"
3813,"QA","57","57","526b","CDI","O","P","ct_6",754,"tr_1"
3817,"QA","89","45","431f","CDI","O","P","ct_9",1447,"tr_4"
3829,"QB","31","31","563a","CDI","O","N","ct_7",3000,"tr_1"
3843,"QA","74","74","526e","CDI","O","C","ct_9",1608,"tr_4"
3844,"HZ",NA,NA,"451a","CDI","O","C","ct_9",1810,"tr_6"
3847,"NZ","44","44","691c","CDD","O","C",NA,126,"tr_2"
3850,"KZ","34","34","542a","CDI","O","P","ct_9",1116,"tr_1"
3859,"MB","21","21","484a","CDI","O","C","ct_9",1714,"tr_2"
3875,"DZ",NA,NA,"386d","CDI","O","C","ct_9",1771,"tr_6"
3884,"MA","64","64","372a","CDI","O","C","ct_9",426,"tr_2"
3888,"HZ","91","91","653a","CDI","O","C","ct_9",1715,"tr_4"
3904,"PZ","13","13","525b","CDI","O","C","ct_8",1870,"tr_4"
3910,"CG","01","01","486c","CDI","O","C","ct_9",670,"tr_5"
3912,"QB","59","59","435b","CDI","O","P","ct_8",1051,"tr_4"
3928,"NZ","75","75","543h","CDI","O","C","ct_9",1736,"tr_3"
3935,"OZ",NA,"54","333f","CDI","O","C","ct_2",1062,"tr_6"
3936,"QB","61","61","563b","AUT","X","P","ct_8",826,"tr_6"
3938,"GZ","59","59","461c","CDI","O","C","ct_9",1191,"tr_0"
3940,"PZ","93","75","524b","CDI","O","C","ct_1",1820,"tr_4"
3956,"NZ","94","92","461f","CDI","O","C","ct_9",1982,"tr_0"
3957,"NZ","11","11","691d","TOA","O","C","ct_8",965,"tr_3"
4019,"GZ","21","21","554a","CDI","O","C",NA,135,NA
4021,"KZ","94","75","534a","CDI","O","C","ct_9",3000,"tr_1"
4022,"QB","43","43","526a","CDI","O","P","ct_8",910,"tr_5"
4024,"EZ","42","42","651b","CDI","O","P","ct_9",1508,"tr_3"
4026,"MC","40","64","462d","CDI","O","C",NA,304,NA
4032,"CA","12","12","554a","CDI","O","C","ct_9",1486,"tr_1"
4033,"QA","92","92","525d","CDI","O","C","ct_8",1820,"tr_6"
4037,"PZ","38","38","422e","CDI","O","P","ct_8",1822,"tr_3"
4052,"NZ","64","64","542a","CDI","O","P","ct_9",1211,"tr_1"
4057,"MA","75","92","461e","CDI","O","C","ct_9",1690,"tr_2"
4079,"KZ","81","81","545c","CDI","O","P","ct_6",1394,"tr_1"
4084,"GZ","42","42","554h","CDI","O","C","ct_9",1256,"tr_1"
4100,"PZ","53","53","525a","CDI","O","P","ct_8",1175,"tr_1"
4109,"PZ","76","76","422b","CDI","O","C","ct_8",1820,"tr_4"
4116,"OZ","69","69","451g","CDI","O","P","ct_2",612,"tr_6"
4135,"HZ","31","31","451g","CDI","O","C","ct_2",1366,"tr_4"
4137,"FZ","47","47","671c","CDI","O","P","ct_9",152,"tr_2"
4138,"NZ","78","75","534a","CDI","O","C","ct_9",1834,"tr_6"
4140,"KZ","13","13","376b","CDI","O","C","ct_9",1820,"tr_6"
4144,"GZ","38","38","691e","TOA","O","C","ct_9",491,"tr_1"
4150,"OZ","94","93","451e","CDI","O","C","ct_8",1470,"tr_3"
4157,"CL","77","77","474c","CDI","O","P","ct_9",1513,"tr_6"
4162,"KZ","75","75","543h","CDI","O","P","ct_9",256,"tr_1"
4178,"QB","51","51","653a","CDI","O","C","ct_8",1629,"tr_5"
4199,"FZ","59","59","632f","CDI","O","C","ct_9",567,"tr_0"
4209,"GZ","88","88","643a","CDI","O","C","ct_9",1210,"tr_1"
4214,"QA","93","93","526a","CDI","O","C","ct_8",1850,"tr_4"
4219,"LZ","92","92","376g","CDI","O","C","ct_9",1913,"tr_1"
4222,"QB","17","17","685a","AUT","X","P","ct_8",986,"tr_4"
4247,"NZ","93","92","682a","CDI","O","C","ct_9",1822,"tr_6"
4249,"QB","37","37","563c","CDI","O","P","ct_9",278,"tr_3"
4251,"HZ","17","17","643a","CDI","O","P","ct_9",1598,"tr_3"
4253,"QA","40","40","431f","CDI","O","C","ct_9",268,"tr_0"
4257,"HZ","70","70","451a","CDI","O","P","ct_9",1274,"tr_3"
4289,"TZ","13","13","563c","CDI","O","P",NA,513,NA
4291,"QB","15","15","525d","CDI","O","C","ct_8",1780,"tr_3"
4301,"QA","16","86","526e","CDI","O","C","ct_6",1357,"tr_1"
4304,"QB","57","57","563a","CDI","O","C",NA,190,NA
4305,"QB","91","91","563a","AUT","O","C","ct_2",2171,"tr_5"
4310,"LZ","50","50","463e","CDD","O","C","ct_9",378,"tr_1"
4311,"GZ","78","78","551a","CDI","O","C","ct_9",372,"tr_4"
4317,"QB","31","31","525c","CDI","O","C","ct_8",1085,"tr_3"
4324,"QA","26","26","526e","CDI","O","C","ct_9",2135,"tr_2"
4330,"OZ",NA,NA,"524c","AUT","X","P","ct_2",1352,"tr_6"
4331,"OZ","62","62","467d","CDI","O","C","ct_8",1045,"tr_5"
4347,"MA","01","01","623f","CDI","O","C","ct_9",619,"tr_1"
4348,"CA","16","16","461f","CDI","O","C","ct_9",2033,"tr_5"
4351,"NZ","35","35","526b","CDI","O","P","ct_9",661,"tr_1"
4366,"GZ","21","21","676c","CDI","O","C","ct_9",987,"tr_3"
4372,"GZ","85","85","634c","CDI","O","C","ct_9",1821,"tr_1"
4375,"PZ","29","44","342b","CDI","O","C","ct_1",1834,"tr_6"
4383,"QB","77","77","526a","CDI","O","C","ct_8",1337,"tr_4"
4390,"CL","25","25","676c","CDI","O","C","ct_9",1512,"tr_6"
4397,"NZ","83","13","534a","CDI","O","C","ct_9",1020,"tr_3"
4400,"QB","74","74","526a","CDI","O","P","ct_8",910,"tr_5"
4416,"GZ","67","67","433d","CDI","O","P","ct_9",1675,"tr_1"
4422,"PZ","13","13","542a","CDI","O","C","ct_5",455,"tr_4"
4425,"HZ",NA,NA,"641b","CDI","O","C","ct_9",1683,"tr_4"
4431,"NZ","68","68","691e","CDI","O","P","ct_8",384,"tr_1"
4437,"CL","72","72","482a","CDI","O","C","ct_9",1579,"tr_6"
4442,"CJ","87","87","473c","CDI","O","P","ct_9",1456,"tr_4"
4444,"FZ","31","31","633a","CDI","O","C","ct_9",1768,"tr_4"
4447,"SZ","69","69","564b","CDI","O","C","ct_8",2114,"tr_3"
4448,"QB",NA,NA,"524c","CDI","O","P","ct_2",1352,"tr_4"
4449,"TZ","47","47","563c","CDI","O","P",NA,1258,NA
4454,"CL","18","18","478b","CDI","O","C","ct_9",1872,"tr_6"
4466,"QA","62","62","526b","CDI","O","C","ct_9",1479,"tr_1"
4468,"KZ","83","83","467b","CDI","O","C","ct_9",1872,"tr_5"
4473,"RZ","93","75","333e","CDI","O","C","ct_1",1820,"tr_5"
4477,"OZ","45","45","525a","AUT","O","C","ct_2",1820,"tr_6"
4478,"QB",NA,NA,"563a","AUT","O","C","ct_2",1848,"tr_5"
4483,"LZ","34","34","461f","CDI","O","C","ct_5",1820,"tr_5"
4506,"HZ","66","66","643a","CDI","O","C","ct_9",1815,"tr_6"
4522,"QA","21","21","433a","CDI","O","C","ct_9",1798,"tr_3"
4523,"MA","78","78","542a","CDI","O","C","ct_9",1509,"tr_1"
4525,"OZ","64","64","524c","CDI","O","C",NA,138,NA
4528,"PZ","49","49","525a","CDI","O","P","ct_8",1597,"tr_2"
4541,"BZ","2A","2A","671c","CDI","O","C","ct_9",618,"tr_3"
4545,"CC","39","39","627d","CDI","O","C","ct_9",2054,"tr_1"
4547,"NZ","78","92","376e","TTP","O","C","ct_9",500,"tr_3"
4557,"GZ","47","47","691e","CDI","O","C","ct_9",1820,"tr_5"
4562,"KZ","95","75","461f","CDI","O","C","ct_9",1820,"tr_3"
4582,"QB","94","94","563b","CDI","O","P","ct_8",1731,"tr_2"
4585,"CM","30","30","486d","CDI","O","C","ct_9",2054,"tr_6"
4586,"GZ","44","44","653a","CDI","O","C","ct_9",1517,"tr_4"
4592,"QA","93","94","431f","CDI","O","C","ct_9",1730,"tr_4"
4593,"QB","80","80","526a","CDI","O","C","ct_8",1820,"tr_4"
4602,"QB","77","77","563b","AUT","O","C",NA,386,NA
4604,"HZ","34","34","643a","CDI","O","C","ct_9",1542,"tr_5"
4606,"KZ","06","06","461e","CDI","O","C","ct_9",2037,"tr_6"
4607,"FZ","92","92","632g","CDI","O","C","ct_9",1624,"tr_5"
4610,"CA","34","30","625f","CDI","O","C","ct_9",609,"tr_6"
4611,"QB","29","29","526a","CDI","O","C","ct_8",858,"tr_5"
4622,"GZ","49","49","636a","CDI","O","C","ct_9",455,"tr_1"
4627,"IZ","94","94","561f","CDI","O","C","ct_9",1820,"tr_2"
4629,"QB","12","12","563b","CDD","O","P","ct_8",761,"tr_1"
4632,"QB","59","59","526d","CDI","O","P","ct_8",910,"tr_4"
4647,"QB","12","12","632k","CDI","O","C","ct_8",1820,"tr_4"
4649,"CC","01","01","675b","CDI","O","C","ct_9",1942,"tr_3"
4660,"CA","12","12","625d","CDI","O","C","ct_9",1820,"tr_3"
4666,"QA","33","33","525d","CDI","O","P","ct_8",770,"tr_6"
4667,"PZ","38","38","423a","CDI","O","P","ct_9",1201,"tr_1"
4669,"QB","92","92","526a","CDI","O","P","ct_8",580,"tr_4"
4695,"QB","76","76","526d","CDI","O","C","ct_8",167,"tr_4"
4701,"QB","60","02","563b","CDI","O","P","ct_8",1507,"tr_3"
4717,"QB","65","65","563b","CDI","O","C",NA,130,NA
4722,"EZ","77","77","684b","CDI","O","C","ct_9",435,"tr_5"
4724,"IZ","39","25","561f","CDI","O","C","ct_8",220,"tr_0"
4731,"QB","95","92","526c","CDI","O","P","ct_8",1096,"tr_2"
4735,"QB","94","94","525d","CDI","O","C","ct_8",1820,"tr_4"
4738,"GZ","83","13","551a","CDI","O","P","ct_9",445,"tr_4"
4749,"NZ","66","66","691c","TOA","O","P","ct_8",524,"tr_3"
4770,"GZ","38","26","463d","CDI","O","C","ct_9",3000,"tr_1"
4771,"PZ","33","33","525b","AUT","X","P","ct_1",944,"tr_4"
4778,"GZ","45","45","554c","CDI","O","C","ct_9",1882,"tr_3"
4792,"GZ","21","21","653a","CDI","O","C","ct_9",1669,"tr_4"
4798,"PZ","78","92","524b","CDI","O","C","ct_1",1820,"tr_6"
4815,"OZ","24","24","621f","AUT","O","P","ct_2",907,"tr_5"
4821,"GZ","67","67","554e","CDD","O","C","ct_9",405,"tr_0"
4840,"GZ","68","68","554e","CDD","O","P","ct_9",306,"tr_1"
4841,"CG","63","63","477a","CDI","O","C","ct_9",1715,"tr_3"
4847,"FZ","37","37","632j","CDI","O","C","ct_9",1646,"tr_2"
4848,"MA","91","91","543c","CDI","O","C","ct_9",1512,"tr_3"
4849,"KZ","78","75","376b","CDI","O","C","ct_9",318,"tr_1"
4866,"EZ","84","84","628e","CDI","O","C","ct_9",1382,"tr_4"
4888,"GZ","06","06","462a","CDI","O","C","ct_9",1203,"tr_3"
4889,"QA","91","91","333e","CDI","O","C","ct_8",1820,"tr_5"
4891,"NZ","44","44","691c","CDI","O","C","ct_8",1598,"tr_6"
4904,"NZ","75","92","684a","AUT","O","C",NA,284,"tr_2"
4916,"GZ","74","74","554e","CDI","O","N",NA,301,NA
4931,"PZ","74","74","525a","CDI","O","P","ct_8",1359,"tr_3"
4933,"QA","68","68","526e","CDI","O","C","ct_9",1821,"tr_3"
4941,"GZ","35","35","311e","CDI","O","C","ct_9",1820,"tr_3"
4944,"TZ",NA,NA,"563c","AUT","O","P",NA,210,NA
4946,"HZ","42","21","641a","CDI","O","C","ct_9",2200,"tr_6"
4960,"QA","44","44","525d","CDI","O","P","ct_9",1022,"tr_4"
4963,"QA","63","63","526a","CDI","O","C","ct_8",1517,"tr_5"
4964,"JC","62","62","676c","CDI","O","C","ct_9",1877,"tr_6"
4995,"CG","45","45","625c","CDI","O","C","ct_9",863,"tr_4"
4996,"OZ","94","94","526c","CDI","O","C","ct_8",2044,"tr_6"
5000,"QA","62","62","344a","CDI","O","P","ct_3",340,"tr_6"
5014,"PZ","93","93","342d","CDI","O","P","ct_4",910,"tr_5"
5021,"HZ","02","02","451a","CDI","O","C","ct_9",1921,"tr_5"
5027,"CG","74","74","423b","CDI","O","C","ct_9",1642,"tr_5"
5033,"KZ","59","59","551a","CDI","O","P","ct_9",166,"tr_0"
5045,"OZ","11","11","621f","AUT","O","C","ct_2",1820,"tr_6"
5049,"NZ","60","95","372b","CDI","O","C","ct_9",1584,"tr_1"
5062,"QA","56","92","431a","CDI","O","C","ct_8",2096,"tr_6"
5071,"QB","91","91","477a","CDI","O","P","ct_8",1365,"tr_1"
5073,"QB","72","72","564b","AUT","X","P","ct_8",268,"tr_4"
5074,"QA","24","24","526a","CDI","O","C","ct_3",1835,"tr_6"
5075,"PZ","92","75","421b","CDI","O","C","ct_8",1820,"tr_3"
5080,"KZ","55","55","526b","CDI","O","C","ct_9",1248,"tr_1"
5099,"FZ","63","63","621a","CDI","O","C","ct_9",1633,"tr_3"
5113,"QA","76","76","684a","CDI","O","C",NA,1998,NA
5129,"EZ","69","69","644a","CDI","O","C","ct_9",1770,"tr_4"
5138,"QB","95","95","543g","CDI","O","P","ct_9",434,"tr_4"
5140,"PZ","27","76","525b","CDI","O","C","ct_8",700,"tr_4"
5143,"CF","47","47","676a","CDI","O","C","ct_9",1577,"tr_6"
5148,"CG","72","72","626b","CDI","O","C","ct_9",1585,"tr_2"
5155,"GZ","68","68","551a","CDI","O","C","ct_9",1824,"tr_4"
5157,"QB","40","40","542a","CDI","O","C","ct_8",1835,"tr_5"
5160,"MA","92","69","623b","CDI","O","C","ct_9",530,"tr_3"
5164,"NZ","19","19","684a","AUT","O","C",NA,332,"tr_0"
5165,"QA","45","45","431f","CDI","O","C","ct_9",711,"tr_5"
5176,"MB","34","30","451e","CDI","O","C","ct_1",1841,"tr_6"
5180,"FZ","83","13","632f","CDI","O","C","ct_9",1624,"tr_3"
5188,"HZ","80","80","641a","CDI","O","C","ct_9",1820,"tr_5"
5197,"OZ","59","59","621f","CDI","O","C",NA,151,NA
5204,"OZ","67","67","467d","CDI","O","C","ct_8",1657,"tr_6"
5207,"GZ","60","95","623e","CDI","O","C","ct_9",1581,"tr_3"
5221,"NZ","59","59","534a","CDI","O","C","ct_9",1631,"tr_3"
5223,"GZ","77","77","672a","CDI","O","C","ct_9",1788,"tr_1"
5224,"KZ","29","29","372a","CDI","O","C","ct_9",1820,"tr_6"
5229,"QB","59","59","563a","CDI","O","N","ct_7",1441,"tr_1"
5235,"OZ","69","69","332b","CDI","O","C","ct_2",1820,"tr_6"
5247,"HZ","62","62","641b","CDI","O","C","ct_5",403,"tr_4"
5251,"CA","68","68","475b","CDI","O","C","ct_9",1820,"tr_6"
5260,"PZ","49","49","422e","CDI","O","P","ct_8",1673,"tr_3"
5261,"CA","62","62","462c","CDI","O","C","ct_9",650,"tr_5"
5263,"CH","74","74","626b","CDI","O","C","ct_9",1799,"tr_4"
5267,"NZ","75","93","676a","CDI","O","P","ct_9",1706,"tr_3"
5273,"QB","91","94","526a","CDI","O","C","ct_8",1733,"tr_4"
5275,"HZ","38","38","542a","CDI","O","P","ct_9",1598,"tr_3"
5280,"GZ","19","19","682a","CDI","O","C","ct_6",1254,"tr_1"
5283,"NZ","33","33","676e","TTP","O","C","ct_9",1128,"tr_2"
5284,"QA","69","69","526a","CDI","O","C","ct_8",2583,"tr_6"
5299,"NZ","27","27","526b","CDI","O","C","ct_9",635,"tr_1"
5302,"TZ","29","29","563c","CDI","O","N","ct_7",469,"tr_1"
5305,"QB","21","21","526d","CDI","O","C","ct_8",1745,"tr_4"
5306,"HZ","67","67","643a","CDI","O","P","ct_9",1274,"tr_5"
5309,"QB","68","68","526a","CDI","O","P","ct_9",588,"tr_4"
5314,"QB","95","95","563a","CDI","O","N","ct_7",3000,"tr_1"
5316,"NZ","62","62","684a","CDI","O","C","ct_8",2028,"tr_1"
5324,"GZ","19","19","551a","CDI","O","C","ct_9",1545,"tr_5"
5326,"NZ","93","93","643a","CDI","O","C","ct_9",843,"tr_2"
5353,"OZ","89","75","333f","CDI","O","P","ct_2",1706,"tr_1"
5356,"QA","54","54","431f","CDI","O","C","ct_8",1827,"tr_5"
5363,"QB","21","21","525d","CDI","O","C","ct_3",1820,"tr_5"
5365,"SZ","95","95","435b","CDI","O","C",NA,131,NA
5394,"IZ","89","89","632k","CDI","O","P","ct_9",867,"tr_2"
5421,"OZ","73","73","621f","AUT","O","C","ct_2",1820,"tr_6"
5436,"CB","80","80","675a","CDI","O","C","ct_9",1894,"tr_5"
5440,"TZ","85","85","563a","CDI","O","C",NA,582,NA
5443,"MC","59","59","542a","CDI","O","C","ct_9",2012,"tr_1"
5450,"CH","76","27","385b","CDI","O","C","ct_9",598,"tr_6"
5451,"QB","14","14","563b","CDI","O","N","ct_7",896,"tr_1"
5453,"HZ","57","57","641b","CDI","O","C","ct_9",1820,"tr_6"
5463,"QB","76","76","525d","CDI","O","C","ct_8",1737,"tr_4"
5478,"QB","91","91","563b","CDI","O","P","ct_8",217,"tr_3"
5486,"IZ","92","75","561d","CDI","O","C","ct_9",1090,"tr_1"
5489,"TZ","55","55","563c","CDI","O","C",NA,241,NA
5501,"TZ","92","75","563c","CDI","O","N","ct_7",1438,"tr_1"
5517,"CE","69","69","484a","CDI","O","C","ct_9",1775,"tr_6"
5518,"GZ","92","78","388a","CDI","O","C","ct_9",1524,"tr_6"
5521,"OZ","06","06","545d","CDI","O","C","ct_8",1935,"tr_6"
5529,"MA","34","92","371a","CDI","O","C","ct_9",1820,"tr_6"
5541,"MA","27","27","684a","CDI","O","C",NA,882,NA
5546,"RZ","69","38","524c","CDI","O","C",NA,297,NA
5547,"NZ","51","51","676e","TTP","O","C","ct_9",186,"tr_1"
5559,"CC","17","17","674e","CDI","O","C","ct_9",1802,"tr_4"
5565,"QA","26","26","525d","CDI","O","C","ct_3",1820,"tr_6"
5570,"PZ","92","75","423b","CDI","O","P","ct_8",1347,"tr_4"
5583,"EZ",NA,NA,"628a","CDI","O","C","ct_9",1864,"tr_4"
5588,"MB","92","75","342g","CDI","O","C","ct_8",1912,"tr_6"
5592,"GZ","31","31","374a","CDI","O","C","ct_9",1820,"tr_3"
5601,"KZ",NA,NA,"461b","CDI","O","C","ct_9",1973,"tr_1"
5609,"QB","01","01","525d","CDI","O","C","ct_9",1826,"tr_4"
5610,"GZ","95","45","374d","CDI","O","C","ct_9",1820,"tr_3"
5618,"HZ","17","79","641a","CDI","O","C","ct_9",2198,"tr_2"
5624,"CI","34","69","484b","CDI","O","C","ct_9",609,"tr_4"
5627,"QB","77","77","563a","CDI","O","N","ct_7",3000,"tr_1"
5634,"HZ","87","87","451a","CDI","O","C","ct_9",1810,"tr_6"
5643,"SZ","77","75","434g","CDI","O","C",NA,156,NA
5650,"FZ","54","54","681a","CDI","O","C","ct_9",440,"tr_2"
5657,"FZ","38","38","621c","CDI","O","C","ct_9",626,"tr_5"
5664,"OZ","73","73","524c","CDI","O","C",NA,142,NA
5666,"OZ",NA,NA,"525a","CDI","O","P","ct_2",1611,"tr_6"
5672,"KZ","30","30","376e","CDI","O","C","ct_9",1870,"tr_6"
5673,"LZ","84","84","561f","CDD","O","C","ct_9",950,"tr_1"
5675,"KZ","84","84","376c","CDI","O","C","ct_9",1820,"tr_2"
5695,"HZ","13","13","643a","CDI","O","C","ct_9",511,"tr_5"
5713,"PZ","53","72","422e","CDD","O","P","ct_1",833,"tr_6"
5721,"FZ","64","64","621e","CDI","O","P","ct_9",675,"tr_1"
5728,"NZ","94","94","684a","CDI","O","P","ct_9",2281,"tr_6"
5743,"PZ","27","76","524c","CDI","O","C","ct_4",2008,"tr_3"
5746,"GZ","85","85","634c","CDI","O","C","ct_9",1517,"tr_1"
5767,"NZ","51","51","623g","CDI","O","C","ct_9",1747,"tr_2"
5774,"TZ","42","42","563c","CDI","O","C",NA,1062,NA
5782,"GZ","13","84","477c","CDI","O","C","ct_9",1580,"tr_2"
5796,"RZ","83","83","424a","CDI","O","P","ct_8",528,"tr_0"
5803,"QB","83","83","526a","CDI","O","C","ct_9",390,"tr_3"
5824,"QA","62","62","542a","CDI","O","P","ct_6",1248,"tr_1"
5829,"NZ","34","34","684a","CDI","O","P",NA,434,"tr_4"
5833,"CA","77","50","554a","CDI","O","C","ct_9",425,"tr_5"
5834,"GZ","59","59","553c","CDI","O","P","ct_9",766,"tr_1"
5837,"CB","80","80","543f","CDI","O","C","ct_9",1827,"tr_5"
5845,"PZ","42","42","524b","CDI","O","C",NA,133,NA
5859,"QB","64","64","563a","CDI","O","N","ct_7",904,"tr_0"
5863,"HZ","17","17","642a","CDI","O","C","ct_9",1638,"tr_2"
5869,"CH","54","54","623g","CDI","O","C","ct_9",371,"tr_3"
5871,"QB","63","63","525d","CDI","O","C","ct_8",2390,"tr_3"
5881,"OZ","25","25","524c","CDI","O","N",NA,312,NA
5898,"QA","44","44","636d","CDI","O","C","ct_8",1800,"tr_6"
5919,"MA","30","75","389a","CDD","O","C","ct_9",662,"tr_5"
5929,"NZ","31","31","684a","CDI","O","C","ct_9",768,"tr_5"
5937,"TZ","31","31","563c","CDI","O","N","ct_7",1229,"tr_1"
5944,"IZ","92","75","488a","CDI","O","C","ct_9",1786,"tr_3"
5945,"CL","33","33","673c","CDI","O","P","ct_6",242,"tr_1"
5960,"MC","56","35","637d","CDI","O","C","ct_9",1470,"tr_3"
